N,ID1,NAME1,RA1,DE1,SIGMA_RA1,SIGMA_DE1,ID2,NAME2,RA2,DE2,SIGMA_RA2,SIGMA_DE2
34,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5636,UNNAMED,281.74610675,-2.1234254,0.02509642858347706,0.00015209955938565612
35,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5637,UNNAMED,281.74610661,-2.12339484,0.02509642858347706,0.00015209955938565612
36,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5638,UNNAMED,281.74893432,-2.12485084,0.02509642858347706,0.0011407467103324651
37,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5639,UNNAMED,281.89100027,-2.1219521,0.03992613406483393,0.03422240099125302
38,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5640,CO,281.87287610000004,-1.99092579,0.02509642858347706,0.2281493433413768
39,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5650,H2O-E,281.73859234,-1.96573162,0.02509642858347706,0.015209956137766203
40,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5662,H2CO,281.86305135,-2.02763964,0.02509642858347706,0.045629869688182376
41,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5663,H2CO,281.92127077,-2.00402889,0.02509642858347706,0.045629869688182376
42,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5673,"W 43N,NRAO 5",281.90678703,-1.93743041,0.02509642858347706,0.06844480198250602
43,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5674,UNNAMED,281.90017494,-1.9488508999999998,0.02509642858347706,0.013308711779905898
44,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5675,UNNAMED,281.90110223,-1.96856894,0.02509642858347706,0.1140746716706884
45,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5676,UNNAMED,281.89839715,-1.92552577,0.02509642858347706,0.0019012445172207754
46,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5677,UNNAMED,281.90432686,-1.94577555,0.0570373358353442,0.1140746716706884
47,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5678,UNNAMED,281.90225818,-1.94884099,0.02509642858347706,0.06844480198250602
48,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5679,UNNAMED,281.82563254,-2.04448466,0.02509642858347706,0.6844480096259902
49,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5680,UNNAMED,281.90007301,-1.92746226,0.02509642858347706,0.0015209956137766205
50,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5681,UNNAMED,281.90176078,-1.93189872,0.046770615282991534,0.03422240099125302
51,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5682,UNNAMED,281.90431892,-1.9441089,0.02509642858347706,0.06844480198250602
52,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5683,UNNAMED,281.90839802,-1.92575594,0.02509642858347706,0.0570373358353442
53,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5684,UNNAMED,281.90011272,-1.9357955000000002,0.02509642858347706,0.0570373358353442
54,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5685,UNNAMED,281.88762122,-1.93752165,0.02509642858347706,0.06844480198250602
55,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5686,UNNAMED,281.90435069,-1.95077549,0.02509642858347706,0.0570373358353442
56,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5687,UNNAMED,281.90306499999997,-1.94328153,0.045629869688182376,0.022814934844091188
57,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5688,UNNAMED,281.90011802,-1.9369066000000001,0.04334837339902897,0.03422240099125302
58,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5689,UNNAMED,281.90551326,-1.93243642,0.05019285716695412,0.03422240099125302
59,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5690,UNNAMED,281.89598993,-1.94498189,0.02509642858347706,0.03422240099125302
60,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5691,UNNAMED,281.895933,-1.93303758,0.02509642858347706,0.022814934844091188
61,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5692,UNNAMED,281.90003329,-1.91912902,0.02509642858347706,0.013308711779905898
62,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5693,UNNAMED,281.89889322,-1.94219026,0.02509642858347706,0.1140746716706884
63,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5694,UNNAMED,281.90431627,-1.94355335,0.02509642858347706,0.07985226812966786
64,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5695,UNNAMED,281.92003184,-1.74403184,0.02509642858347706,0.3422240048129951
65,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5696,UNNAMED,281.90009419,-1.93190665,0.02509642858347706,0.045629869688182376
66,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5697,UNNAMED,281.90015244,-1.94412874,0.02509642858347706,0.3422240048129951
67,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5698,H2CO,281.90847745,-1.94242242,0.022814934844091188,0.009506222426743406
68,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5699,CO,281.93170384,-1.92008939,0.02509642858347706,0.1140746716706884
69,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5700,OH-A,281.88015333,-1.94422394,0.045629869688182376,0.03422240099125302
70,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5701,CS,281.90428582,-1.93716454,0.02509642858347706,0.03422240099125302
71,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5702,OH-A,281.90432289,-1.94494223,0.02509642858347706,0.1140746716706884
72,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5703,OH-A,281.90551458,-1.93271419,0.02509642858347706,0.2281493433413768
73,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5704,H2CO,281.90284164,-1.98383861,0.02509642858347706,0.03422240099125302
74,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5705,CH,281.904446,-1.97077527,0.02509642858347706,0.022814934844091188
75,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5706,NH3,281.90450955,-1.98410845,0.02509642858347706,0.022814934844091188
76,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5707,UNNAMED,281.90424648,-2.01633229,0.02509642858347706,0.0015209956137766205
77,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5708,18450-0205,281.90265403,-2.0318956000000004,0.02509642858347706,0.022814934844091188
78,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5709,OH-E,281.90311584,-2.01514321,0.02509642858347706,0.00019012445172207756
79,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5710,OH-E,281.8959228,-2.01831638,0.02509642858347706,0.1140746716706884
80,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5711,CH3OH-E,281.90362131,-2.01367134,0.02509642858347706,0.0003802489034441551
81,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5712,CH3OH-E,281.90342069999997,-2.01354174,0.02509642858347706,0.0003802489034441551
82,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5713,CH3OH-E,281.90341931,-2.01325008,0.02509642858347706,0.0003802489034441551
83,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5714,CH3OH-E,281.90298594,-2.01411604,0.02509642858347706,0.03422240099125302
84,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5715,UNNAMED,281.90085359,-2.00382052,0.02509642858347706,0.00019012445172207756
85,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5716,OH-E,281.85444827,-1.97101329,0.02509642858347706,0.1140746716706884
86,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5717,UNNAMED,281.92365533,-2.00604534,0.0009886471011466618,0.0007604978068883101
87,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5718,UNNAMED,281.92448889,-2.00609693,0.0009696346798785248,0.0007604978068883101
88,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5719,UNNAMED,281.84848809,-1.9443747,0.02509642858347706,0.0015209956137766205
89,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5720,FIR6,281.91655527,-1.97627324,0.02509642858347706,0.005703733711022797
90,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5721,H2O-E,281.9119642,-1.97462841,0.02509642858347706,0.0076049780688831016
91,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5722,H2O-E,281.91196407,-1.97460063,0.02509642858347706,0.022814934844091188
92,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5723,CS,281.91188477,-1.95796193,0.02509642858347706,0.0038024890344415508
93,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5724,UNNAMED,281.91231465,-1.9607377000000001,0.02509642858347706,0.009506222426743406
94,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5725,UNNAMED,281.91079627,-1.95949491,0.02509642858347706,0.005703733711022797
95,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5726,UNNAMED,281.90860834,-1.96114423,0.0058938577643436975,0.0007604978068883101
96,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5727,UNNAMED,281.9027397,-1.96244996,0.02509642858347706,0.0019012445172207754
97,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5728,FIR3,281.91107398,-1.96268807,0.02509642858347706,0.0038024890344415508
98,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5729,UNNAMED,281.90855953,-1.95964445,0.02509642858347706,0.0019012445172207754
99,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5730,UNNAMED,281.91111167,-1.96185455,0.0006464231199190166,0.0007604978068883101
100,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5731,UNNAMED,281.91024465,-1.96352536,0.02509642858347706,0.022814934844091188
101,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5732,UNNAMED,281.91062423,-1.95574569,0.02509642858347706,0.022814934844091188
102,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5733,H2O-E,281.91187815,-1.95657306,0.02509642858347706,0.0076049780688831016
103,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5734,H2O-E,281.91397463,-1.95934089,0.02509642858347706,0.015209956137766203
104,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5735,H2O-E,281.91019038,-1.9521366000000002,0.02509642858347706,0.01711120049562651
105,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5736,FIR7,281.91688189,-1.95738258,0.02509642858347706,0.0038024890344415508
106,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5737,18450-0200,281.91687395,-1.95571594,0.02509642858347706,0.022814934844091188
107,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5738,CH3OH-E,281.91553829,-1.95609452,0.02509642858347706,0.0003802489034441551
108,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5739,CH3OH-E,281.91553019,-1.95614456,0.02509642858347706,0.0003802489034441551
109,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5740,CH3OH-E,281.91553415,-1.95610009,0.02509642858347706,0.0003802489034441551
110,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5741,CH3OH-E,281.91551485,-1.95642241,0.02509642858347706,0.0003802489034441551
111,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5742,CH3OH-E,281.91187947,-1.95685083,0.02509642858347706,0.03422240099125302
112,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5743,FIR1,281.90056908,-1.94412675,0.02509642858347706,0.0076049780688831016
113,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5744,Cluster,281.90014449,-1.94246209,0.0028518668555113985,0.022814934844091188
114,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5745,UNNAMED,281.90256595,-1.94347835,0.001673095143282188,0.0007604978068883101
115,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5746,UNNAMED,281.9001282,-1.94428996,0.02509642858347706,0.005703733711022797
116,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5747,UNNAMED,281.90224627,-1.94634102,0.02509642858347706,0.022814934844091188
117,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5748,FIR4,281.91350238,-1.94767634,0.02509642858347706,0.0038024890344415508
118,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5749,UNNAMED,281.91116596,-1.946143,0.02509642858347706,0.0038024890344415508
119,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5750,UNNAMED,281.91128263,-1.94527021,0.0018632196746845011,0.0007604978068883101
120,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5751,UNNAMED,281.90133089,-1.92912296,0.02509642858347706,0.0019012445172207754
121,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5752,OH-E,281.90342208,-1.93077969,0.02509642858347706,0.1140746716706884
122,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5753,OH-E,281.89177976,-1.93583517,0.02509642858347706,0.2281493433413768
123,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5754,H2O-E,281.8983892,-1.92385912,0.02509642858347706,0.022814934844091188
124,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5755,CH3OH-E,281.89047157,-1.92361903,0.02509642858347706,0.06844480198250602
125,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5756,CO,281.90427126,-1.93410901,0.02509642858347706,0.013308711779905898
126,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5757,UNNAMED,281.90004653,-1.92190677,0.02509642858347706,0.0015209956137766205
127,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5758,UNNAMED,281.90005977,-1.92468451,0.02509642858347706,0.022814934844091188
128,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5759,FIR2,281.90254907,-1.92245041,0.02509642858347706,0.013308711779905898
129,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5760,UNNAMED,281.88848106,-1.92385351,0.02509642858347706,0.0038024890344415508
130,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5761,UNNAMED,281.89072394,-1.92411784,0.0019012445172207754,0.0007604978068883101
131,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5762,UNNAMED,281.8888063,-1.92390474,0.02509642858347706,0.022814934844091188
132,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5763,UNNAMED,281.89577064,-1.91645484,0.0024716177927067732,0.0007604978068883101
133,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5764,UNNAMED,281.89506793,-1.92637496,0.02509642858347706,0.0019012445172207754
134,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5765,UNNAMED,281.90497877,-1.92519721,0.02509642858347706,0.0038024890344415508
135,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5766,UNNAMED,281.90672495,-1.92440278,0.02509642858347706,0.0007604978068883101
136,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5767,UNNAMED,281.90464687,-1.92549602,0.02509642858347706,0.022814934844091188
137,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5768,UNNAMED,281.88585004,-1.91558539,0.02509642858347706,0.022814934844091188
138,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5769,UNNAMED,281.90965194,-1.92658332,0.02509642858347706,0.022814934844091188
139,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5770,UNNAMED,281.90923397,-1.92630752,0.02509642858347706,0.0019012445172207754
140,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5771,CH3OH-E,281.93675392,-1.93062102,0.02509642858347706,0.0570373358353442
141,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5786,CH3OH-E,281.9437231,-1.90669869,0.02509642858347706,0.03422240099125302
142,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5815,CO,281.80826124,-1.72178594,0.02509642858347706,0.1140746716706884
143,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5820,CH3OH-E,281.81565276,-1.7864737000000002,0.02509642858347706,0.06844480198250602
144,1219,J1847.2-0200 ,281.8241,-2.0164,0.049114604000000006,0.044349137999999996,5878,CO,281.90207886,-1.73633943,0.02509642858347706,0.2281493433413768
0,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,5907,OH-E,282.23565127,-1.61280663,0.02509642858347706,0.1140746716706884
1,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,5916,OH-E,282.19162278,-1.55412643,0.02509642858347706,0.1140746716706884
2,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,5955,UNNAMED,282.31253736,-1.52782906,0.02509642858347706,0.0007604978068883101
3,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,5956,CO,282.29323658,-1.54336542,0.03422240099125302,0.009506222426743406
4,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6002,W 43,282.43369462,-1.46491926,0.02509642858347706,0.1140746716706884
5,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6003,UNNAMED,282.40202123,-1.46340307,0.02509642858347706,0.1140746716706884
6,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6004,UNNAMED,282.40372217,-1.47061729,0.02509642858347706,0.0570373358353442
7,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6005,UNNAMED,282.3921035,-1.48067261,0.029659413512481275,0.03422240099125302
8,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6006,UNNAMED,282.39332572,-1.4748333999999999,0.02509642858347706,0.03422240099125302
9,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6007,UNNAMED,282.39211275,-1.48261703,0.02509642858347706,0.011407467422045594
10,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6008,CO,282.41522992,-1.4372288999999998,0.02509642858347706,0.09125973937636477
11,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6009,CO,282.38333666,-1.47710312,0.02509642858347706,0.022814934844091188
12,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6010,UNNAMED,282.38795416,-1.48430348,0.02509642858347706,0.0038024890344415508
13,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6011,18469-0132,282.39462718,-1.48566067,0.02509642858347706,0.022814934844091188
14,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6012,H2O-E,282.38712073,-1.48427966,0.02509642858347706,0.022814934844091188
15,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6013,H2O-E,282.38753751,-1.48430546,0.02509642858347706,0.0076049780688831016
16,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6014,CH3OH-E,282.38710765,-1.48152969,0.02509642858347706,0.0076049780688831016
17,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6015,UNNAMED,282.38862873,-1.48596696,0.0024716177927067732,0.0007604978068883101
18,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6016,UNNAMED,282.38765855,-1.48434933,0.02509642858347706,0.0017111199858184625
19,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6017,UNNAMED,282.3877128,-1.48436574,0.02509642858347706,9.506222586103875e-05
20,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6018,UNNAMED,282.38811728,-1.48268046,0.02509642858347706,0.0003802489034441551
21,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6019,UNNAMED,282.38773699,-1.48244338,0.02509642858347706,0.00019012445172207756
22,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6020,18473-0130,282.49782717,-1.45794786,0.02509642858347706,0.022814934844091188
23,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6021,UNNAMED,282.49980452,-1.45318841,0.004753111213371703,0.0007604978068883101
24,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6026,UNNAMED,282.15348396,-1.1570811,0.05133360276176329,0.03422240099125302
25,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6027,18461-0113,282.17479539,-1.17003545,0.02509642858347706,0.022814934844091188
26,1224,J1849.4-0117 ,282.3577,-1.2989,0.06532003,0.08500085,6050,UNNAMED,282.4364859,-0.82489878,0.02509642858347706,1.1407466555124632
0,1225,J1850.2-0201 ,282.5732,-2.0257,0.08237593,0.12363438,5641,S 67,282.35203564,-2.34198386,0.1140746716706884,0.022814934844091188
1,1225,J1850.2-0201 ,282.5732,-2.0257,0.08237593,0.12363438,5643,UNNAMED,282.41013451,-2.2930961,0.02509642858347706,0.06844480198250602
2,1225,J1850.2-0201 ,282.5732,-2.0257,0.08237593,0.12363438,5644,UNNAMED,282.39923828,-2.27981439,0.02509642858347706,0.03422240099125302
3,1225,J1850.2-0201 ,282.5732,-2.0257,0.08237593,0.12363438,5646,OH-E,282.35708298,-2.35195998,0.02509642858347706,0.2281493433413768
4,1225,J1850.2-0201 ,282.5732,-2.0257,0.08237593,0.12363438,6050,UNNAMED,282.4364859,-0.82489878,0.02509642858347706,1.1407466555124632
0,1232,J1853.6-0620 ,283.4242,-6.346,0.08887524,0.07650093,4973,18506-0637,283.34378397,-6.56232688,0.02509642858347706,0.022814934844091188
0,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6424,UNNAMED,283.67113546,1.6270913,0.03422240099125302,0.03422240099125302
1,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6425,18521+0134,283.66985389,1.63375198,0.02509642858347706,0.022814934844091188
2,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6435,18526+0137,283.80043242,1.68881419,0.02509642858347706,0.022814934844091188
3,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6436,RAFGL 5543,283.79332660000006,1.69350289,0.02509642858347706,0.1140746716706884
4,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6437,CO,283.77878762,1.68398963,0.03422240099125302,0.009506222426743406
5,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6438,UNNAMED,283.79580298,1.68970899,0.0008555599929092313,0.0007604978068883101
6,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6439,UNNAMED,283.79580535,1.68920899,0.0005323484329497228,0.0007604978068883101
7,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6440,UNNAMED,283.76333926,1.77863991,0.02509642858347706,0.1140746716706884
8,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6441,UNNAMED,283.78876046,1.77792669,0.02509642858347706,0.0570373358353442
9,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6442,UNNAMED,283.76542658,1.77781643,0.02509642858347706,0.011407467422045594
10,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6443,UNNAMED,283.78795601,1.77181171,0.06274106890892511,0.03422240099125302
11,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6444,UNNAMED,283.72426368,1.75901057,0.02509642858347706,0.1140746716706884
12,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6445,18524+0142,283.74958894,1.77857492,0.02509642858347706,0.022814934844091188
13,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6447,UNNAMED,283.51845238,2.01637359,0.02509642858347706,0.0570373358353442
14,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6448,UNNAMED,283.51970504,2.01582396,0.03422240099125302,0.03422240099125302
15,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6450,CO,283.51353118,1.99968346,0.02509642858347706,0.06844480198250602
16,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6451,CO,283.55842979,2.02156275,0.02509642858347706,0.07985226812966786
17,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6452,CO,283.46889007,2.01141684,0.02509642858347706,0.2281493433413768
18,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6453,UNNAMED,283.5025923,2.02185418,0.02509642858347706,0.0005703733551662326
19,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6454,RAFGL 7041S,283.51717603,2.02192317,0.02509642858347706,0.1140746716706884
20,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6455,18515+0157,283.51757297,2.02609176,0.02509642858347706,0.022814934844091188
21,1235,J1854.7+0153 ,283.6951,1.8935,0.079633445,0.10433179,6456,OH-E,283.50267564,2.02185457,0.02509642858347706,0.00019012445172207756
